Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,333 Schermerhorn Garage - The Hub - Tesla Destination,333 Schermerhorn St,,Brooklyn,NY,11217,,718-395-4072  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.687220,-73.981174,11/03/2020,150532,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,Stewart's Shops - Tesla Supercharger,5805 NY-9G,,Hudson,NY,12534,,877-798-3752,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,42.223280,-73.826266,02/10/2022,205810,2022-02-10 19:42:29,P,,,02/04/2022,TESLA
ELEC,ESF STATION 8,Stadium Place,,Syracuse,NY,13210,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.035231,-76.139688,03/22/2022,197198,2022-03-22 00:31:22,,,,10/07/2021,J1772
ELEC,VOB KENSINGTON 1,15 Kensington Terrace,,Bronxville,NY,10708,,888-758-4389,E,,Public,Mon 3:00pm - 12:00am; Tue 3:00pm - 12:00am; Wed 3:00pm - 12:00am; Thu 3:00pm - 12:00am; Fri 3:00pm - 12:00am; Sat 6:00am - 12:00am; Sun 6:00am - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.942543,-73.834410,03/22/2022,165221,2022-03-22 00:31:22,,,,08/14/2020,J1772
ELEC,COLGATE LALLY LANE 1,Lally Ln,,Hamilton,NY,13346,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.817555,-75.539265,03/22/2022,162445,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,799 SENECA STATION 9,799 Seneca St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.875123,-78.847439,03/22/2022,191251,2022-03-22 00:31:22,,,,06/19/2021,J1772
ELEC,Momentive,260 Hudson River Rd,,Waterford,NY,12188,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,42.817808,-73.666527,04/08/2020,123090,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,GARDEN CHARGERS JOVIA #2,1000 Corporate Dr,,Westbury,NY,11590,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.740106,-73.601104,03/22/2022,174506,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,NATIONAL GRID BUFFALO ZOO,300 Parkside Ave,,Buffalo,NY,14214,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.937071,-78.851964,03/22/2022,162212,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,STONY BROOK UNV ENGINEERING,Engineering Dr,,Stony Brook,NY,11790,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.912355,-73.125968,03/22/2022,169335,2022-03-22 00:31:22,,,,11/19/2020,J1772
ELEC,VERONA LA QUINTA 1,5390 Willow Pl,,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.122160,-75.592600,03/22/2022,181238,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,OSSINING TOWN LOUIS ENGEL,Louis Engel Park (Waterfront Park) 161-185 We,,Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.156094,-73.869640,03/22/2022,162297,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,Parkright 738 Greenwich Street - Tesla Destination,738 Greenwich St,,New York,NY,10014,,212-247-7303  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.735165,-74.007231,11/03/2020,115182,2021-03-11 23:22:17,P,,,08/15/2016,J1772 TESLA
ELEC,RCP MAIN PARKING,4254 NY-43,,Wynantskill,NY,12198,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.653034,-73.652079,03/22/2022,196298,2022-03-22 00:31:22,,,,09/24/2021,J1772
ELEC,WARRENCOUNTY DPW 3,1348 U.S. 9,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.359019,-73.701171,03/22/2022,150257,2022-03-22 00:31:22,,,,12/17/2019,J1772
ELEC,WYOMING COUNTY STATION 1,23 W Buffalo St,,Warsaw,NY,14569,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.740624,-78.133705,03/22/2022,162368,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,GGMC Parking 75 Smith St Garage - Tesla Destination,75 Smith St,,Brooklyn,NY,11201,,718-643-0593  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.688799,-73.988642,11/03/2020,114913,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,PRESHYUN PRESTIGE NONGW2,768 E Chester St,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.957714,-73.990067,03/22/2022,202247,2022-03-22 00:31:22,,,,12/09/2021,J1772
ELEC,NATIONAL GRID RIVERVIEW SOLAR,600 Riverwalk Pkwy,,Tonawanda,NY,14150,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.000068,-78.910950,03/22/2022,162247,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,Village of Spencerport - Town Hall,27 West Ave,Located behind the Village office at South Union Street (Rt. 259),Spencerport,NY,14559,,585-352-4771,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,43.191311,-77.801933,03/07/2022,63140,2022-03-07 19:49:53,LG,,,07/20/2014,J1772
ELEC,FURNACE POINT FPEV1,96 Furnace Point Rd,,Westport,NY,12993,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.193264,-73.427220,03/22/2022,211842,2022-03-22 00:31:22,,,,03/17/2022,J1772
ELEC,RRH RIEDMAN CANP1,100 Kings Hwy S,,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.201813,-77.574597,03/22/2022,173967,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,Bear Metal Works,39 Scoville Ave,,Buffalo,NY,14206,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,42.873786,-78.827735,04/08/2020,155026,2021-03-11 23:22:17,P,,,08/08/2019,J1772
ELEC,VIC AND CAMPUS SUGAR SHACK 1.1,8023 NY-30,,Paul Smiths,NY,12970,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.448635,-74.258150,03/22/2022,154724,2022-03-22 00:31:22,,,,03/26/2020,J1772
ELEC,CITY AMSTERDAM EV4,117 Hewitt Street Shuttleworth Park,,Amsterdam,NY,12010,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.960309,-74.172250,03/22/2022,186156,2022-03-22 00:31:22,,,,03/13/2021,J1772
ELEC,VANKAY PUBLIC STATION 2,5 McCrea Hill Rd,,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.966560,-73.857687,03/22/2022,186633,2022-03-22 00:31:22,,,,03/27/2021,J1772
ELEC,iPark 400 E 85th St - Tesla Destination,400 E 85th St,,Manhattan,NY,10028,,212-650-1683  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.776008,-73.949934,11/03/2020,122489,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,TWN POUND RIDGE STATION #1,80 Westchester Ave,,Pound Ridge,NY,10576,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.190993,-73.553184,03/22/2022,188058,2022-03-22 00:31:22,,,,04/28/2021,J1772
ELEC,Shults Nissan,311 Fluvanna Ave,,Jamestown,NY,14701,,716-484-2780,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,42.115661,-79.253776,06/09/2020,49932,2021-03-11 23:22:17,P,,,10/25/2012,J1772
ELEC,Travelers Parking,160 W 10th Street,Located between 7th Ave & Waverly Place. Attendant will assist in charging vehicle.  Parking rates apply. Inquire within.,New York,NY,10014,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.735094,-74.001870,03/21/2022,187817,2022-03-21 22:55:12,,,,04/20/2021,J1772
ELEC,ROCKLAND COUNTY STATION 2,100 Baron Court,,Monsey,NY,10952,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.105846,-74.069285,03/22/2022,181699,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,TCR TOWNE EV STATION 2,12 California ave,,Albany,NY,12205,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.704044,-73.813849,03/22/2022,181866,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,24 STATE STREET PITTSFORD,14 State St,,Pittsford,NY,14534,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.091210,-77.514398,03/22/2022,162347,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,ULSTER COUNTY DSS 2,1 Development Court,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.947950,-73.996324,03/22/2022,180145,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,Staten Island Mall - Richmond Ave Entrance,2655 Richmond Ave,,Staten Island,NY,10314,,888-264-2208,E,,Public,6am-12am daily,,,2,,,Volta,https://voltacharging.com/,GPS,40.581751,-74.168466,04/08/2021,166729,2022-02-10 19:42:29,P,,,08/31/2020,J1772
ELEC,S.A.N.Y. STATION TWO,1001 Park Ave,,Syracuse,NY,13204,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.051903,-76.180115,03/22/2022,180984,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,COMFORT- CHARGE STATION 1,4054 ny-9l,,Lake George,NY,12845,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.411860,-73.708450,03/22/2022,170683,2022-03-22 00:31:22,,,,12/31/2020,J1772
ELEC,DEWITT EV 1 CHARGEPOINT,5400 Butternut Drive,,East Syracuse,NY,13057,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.045918,-76.049853,03/22/2022,180106,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,OPVMCVETERINARY OPVMC 1,3930 N Buffalo St,,Orchard Park,NY,14127,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.776591,-78.746236,03/22/2022,185152,2022-03-22 00:31:22,,,,02/18/2021,J1772
ELEC,Icon Parking 169 W 95th Street - Tesla Destination,169  W 95th St,,New York,NY,10025,,212-749-6218  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.793528,-73.970240,11/03/2020,115030,2021-03-11 23:22:17,P,,,05/01/2016,J1772 TESLA
ELEC,BEVERWYCK STATION 4,12 Hickory Dr Beverwyck,,Slingerlands,NY,12159,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.659280,-73.836850,03/22/2022,164421,2022-03-22 00:31:22,,,,07/22/2020,J1772
ELEC,TANNERSVILLE MUNICIPAL LOT,20 Tompkins St,,Tannersville,NY,12485,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.195133,-74.132420,03/22/2022,152438,2022-03-22 00:31:22,,,,01/15/2020,J1772
ELEC,iPark 247 N 7th Street - Tesla Destination,249 N 7th St,,Brooklyn,NY,11248,,929-337-8633  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.716085,-73.954508,11/03/2020,114894,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,854ELLICOTT 589 ELLICOTT 7,589 Ellicott St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.895780,-78.868307,03/22/2022,169907,2022-03-22 00:31:22,,,,12/04/2020,J1772
ELEC,NYSE Thruway - NYPA,447 I-90W,,Angola,NY,14006,,866-816-7584,E,,Public - Credit card at all times,24 hours daily; Also accepts PayPal,A APPLE_PAY D M V,,,2,,EV Connect,http://evconnect.com/,GPS,42.635718,-78.990468,06/07/2021,190222,2021-12-06 18:36:15,LG,,,03/04/2021,CHADEMO J1772COMBO
ELEC,TPWC TPWC 5,2594 Western Av,,Altamont,NY,12009,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.714277,-73.935848,03/22/2022,211652,2022-03-22 00:31:22,,,,03/12/2022,J1772
ELEC,MARKET 32 EV BARNEY RD EV5,1 Barney Rd,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.845347,-73.807945,03/22/2022,156642,2022-03-22 00:31:22,,,,05/23/2020,J1772
ELEC,Queens Borough Hall - Municipal Parking Lot,80-25 126th St,,Queens,NY,11415,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,GPS,40.714376,-73.826095,04/08/2020,123134,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,HUDSON PRESERVE BLDG 19 #13,1601 Beryl Way,,Watervliet,NY,12189,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.732864,-73.726690,03/22/2022,143251,2022-03-22 00:31:22,,,,08/15/2019,J1772
ELEC,Paumanok Vineyards - Tesla Destination,1074 Main Rd,,Aquebogue,NY,11931,,631-722-8800  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.948725,-72.602594,11/03/2020,114880,2021-03-11 23:22:17,P,,,09/01/2017,TESLA
ELEC,The Peninsula Hotel New York - Tesla Destination,700 5th Ave,,New York,NY,10019,,212-956 2888  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.761780,-73.975057,11/03/2020,115181,2021-03-11 23:22:17,P,,,01/01/2016,TESLA
ELEC,iPark NYC 555 West Garage Corp. - Tesla Destination,549  W 23rd St,,New York,NY,10011,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.748931,-74.006078,11/03/2020,150502,2021-03-11 23:22:17,P,,,09/30/2019,J1772 TESLA
ELEC,Parking Garage,2478 Jerome Ave,,Bronx,NY,10468,,866-816-7584,E,,Public,Garage business hours,,,1,,,EV Connect,http://evconnect.com/,200-8,40.863131,-73.900529,08/04/2021,94830,2021-12-06 18:36:15,P,,,01/08/2015,J1772
ELEC,BUFFALO STATE EV STATION 3,Moore Pl,,Buffalo,NY,14222,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.935779,-78.882930,03/22/2022,191383,2022-03-22 00:31:22,,,,06/23/2021,J1772
ELEC,HARMONY MILLS 1 WEST 1 1.4,100 N Mohawk St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.781513,-73.705635,03/22/2022,174726,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,TATABROOKFIELD #6,11 E Loop Rd,,New York,NY,10044,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.755160,-73.955605,03/22/2022,174183,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,SUNY NEW PALTZ SUNY NEW PALTZ,98 S Manheim Blvd,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.738917,-74.080123,03/22/2022,162190,2022-03-22 00:31:22,,,,06/12/2020,J1772
ELEC,IONIQ STATION2,5190 Commercial Dr,,Yorkville,NY,13495,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.113663,-75.285065,03/22/2022,204500,2022-03-22 00:31:22,,,,01/08/2022,J1772
ELEC,Oxford Memorial Library,8 Fort Hill Park,Chargers under repair.,Oxford,NY,13830,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,42.440634,-75.596977,03/21/2022,195862,2022-03-21 22:55:12,,,,09/13/2021,J1772
ELEC,Rapidpark 25-27 Beekman Street - Tesla Destination,25-27 Beekman St,,New York,NY,10038,,212-766-0871  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.710628,-74.006186,11/03/2020,115071,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,RRH RIEDMAN CTR NG5,1455 East Ridge Road,,Rochester,NY,14621,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.197330,-77.578410,03/22/2022,174293,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,TOWNE TV EV 2,3125-3133 Carman Rd,,Schenectady,NY,12303,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.762820,-73.939980,03/22/2022,192934,2022-03-22 00:31:22,,,,07/17/2021,J1772
ELEC,SARATOGA CASINO STATION 5,342 Jefferson St,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.062104,-73.776278,03/22/2022,190791,2022-03-22 00:31:22,,,,06/08/2021,J1772
ELEC,HW PATCHOGUE EV STATION 1,99 Waverly Ave,,Patchogue,NY,11772,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.768195,-73.024370,03/22/2022,191588,2022-03-22 00:31:22,,,,06/29/2021,J1772
ELEC,SPOTCOWORK HENRIETTA,21 Goodway Drive,,Rochester,NY,14623,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.091965,-77.580734,03/22/2022,150809,2022-03-22 00:31:22,,,,12/27/2019,J1772
ELEC,STRONG MUSEUM STRONG L1 #4,1 Manhattan Square Dr,,Rochester,NY,14607,,888-758-4389,E,,Public,Mon 8:00am - 5:00pm; Tue 8:00am - 5:00pm; Wed 8:00am - 5:00pm; Thu 8:00am - 5:00pm; Fri 8:00am - 8:00pm; Sat 8:00am - 8:00pm; Sun 8:00am - 5:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.151898,-77.600937,03/22/2022,146983,2022-03-22 00:31:22,,,,10/16/2019,J1772
ELEC,EXECUTIVE PARK #1,2 Executive Blvd,,Montebello,NY,10901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.120190,-74.116860,03/22/2022,175755,2022-03-22 00:31:22,,,,01/27/2021,J1772
ELEC,Icon Parking 150 E 58th Street - Tesla Destination,150 E 58th St,,New York,NY,10155,,212-755-8678  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.761610,-73.967750,11/03/2020,115019,2021-03-11 23:22:17,P,,,05/01/2016,J1772 TESLA
ELEC,498 E 67th St,498 E 67th St,,New York,NY,10065,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://flo.ca/,GPS,40.763723,-73.956354,03/22/2022,194169,2022-03-22 01:47:29,,,,08/21/2021,J1772
ELEC,MUNI LOT STATION 1,2578 Main St,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.285329,-73.984273,03/22/2022,193883,2022-03-22 00:31:22,,,,08/14/2021,J1772
ELEC,STATION TOR1 CRAWFORD NORTH,122 N Ridge St,,Port Chester,NY,10573,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.015065,-73.686638,03/22/2022,145318,2022-03-22 00:31:22,,,,09/17/2019,J1772
ELEC,Lorell Professional Building,1476 Deer Park Ave,,North Babylon,NY,11703,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,40.747521,-73.324952,04/08/2020,154899,2021-03-11 23:22:17,P,,,04/11/2019,J1772
ELEC,Village of Arcade - Municipal Parking Lot,17 Church St,,Arcade,NY,14009,,585-492-1111,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,42.534763,-78.423960,06/09/2020,157963,2021-03-11 23:22:17,P,,,05/15/2020,J1772
